"domain","title","category"
"hotel","Nhà Trọ Bồ Câu - Bo Cau Hostel","Nhà trọ"
"hotel","Nhà Trọ Tân Phát","Khách sạn"
"hotel","Nhà trọ 28 kiệt 35 Điện Biên Phủ","Nhà trọ"
"hotel","Nhà trọ phương hà","Nhà trọ"
"hotel","Dãy trọ ông Phước cây xăng bầu vá","Nhà trọ"
"hotel","Nhà Trọ 21 Nguyễn Thượng Hiền","Nhà trọ"
"hotel","NHÀ TRỌ CÔ YẾN - CHÚ NGUYÊN (Ms.TIÊN+Mr.HUY)","Nhà trọ"
"hotel","Kiệt 48, nhà số 7, Quảng Tế","Nhà trọ"
"hotel","Nhà trọ Dì Bích","Nhà trọ"
"hotel","Trọ sinh viên","Lưu trú nhà dân"
"hotel","Nhà Nghỉ Bến Ngự","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Cố Đô","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ 3 Miền ( guest house ) 14 phan chu trinh","Nhà nghỉ trượt tuyết"
"hotel","Nhà trọ anh đạt","Nhà trọ"
"hotel","Nhà nghỉ - cà phê Hoa Ly","Nhà trọ"
"hotel","Nhà Nghỉ Mạnh Đức","Chỗ trọ trong nhà"
"hotel","Nhà Trọ Dì Hường","Nhà trọ"
"hotel","Cư Xá Thiện Duyên","Nhà trọ"
"hotel","Nhà Nghỉ Diệu Hạnh","Chỗ trọ trong nhà"
"hotel","Nhà nghỉ Phương Thủy","Nhà nghỉ trượt tuyết"
"hotel","Nhà nghỉ Tuổi Hồng","Nhà nghỉ trượt tuyết"
"hotel","RubyHomeHue","Khách sạn"
"hotel","Thủy Xuân Thành phố Huế thừa Thiên Huế","Nhà trọ"
"hotel","Nhà Nghỉ Lam Phương","Khách sạn"
"hotel","XINH HOMESTAY","Lưu trú nhà dân"
"hotel","Nhà nghỉ Thanh Tịnh","Chỗ trọ trong nhà"
"hotel","Nhà nghỉ Cát An","Nhà nghỉ trượt tuyết"
"hotel","De Lavie Homestay Huế","Lưu trú nhà dân"
"hotel","Nhà Nghỉ Như Ý 2","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ 17","Khách sạn"
"hotel","Nhà Nghỉ Hoàng Phúc","Nhà nghỉ trượt tuyết"
"hotel","Bama's Homestay","Lưu trú nhà dân"
"hotel","Nhà Nghỉ Hoài Anh","Nhà nghỉ trượt tuyết"
"hotel","Cung Đàn Xưa Cafe & Homestay","Lưu trú nhà dân"
"hotel","Nhà Nghỉ 68 Phan Chu Trinh","Khách sạn"
"hotel","Nhà Nghỉ Nam Giao","Khách sạn"
"hotel","MOJA HOUSE HUE | Homestay","Lưu trú nhà dân"
"hotel","Nhà Nghỉ Tuyết Đồng","Khách sạn"
"hotel","Nhà nghỉ Phú Gia","Nhà nghỉ trượt tuyết"
"hotel","Nhà Trọ Đức Thìn","Nhà trọ"
"hotel","Nhà nghỉ Hoàng Mai","Khách sạn"
"hotel","Nhà nghỉ Khôi Nguyên","Nhà nghỉ trượt tuyết"
"hotel","Nắng Homestay & Villa Huế","Nhà nghỉ dưỡng"
"hotel","Nhà Trọ Lê Hồng Phong","Nhà trọ"
"hotel","Nhà Nghỉ Ý Lan","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Uyển Như","Khách sạn"
"hotel","Nhà Nghỉ Hoa Cúc Xanh","Chỗ trọ trong nhà"
"hotel","Nhà nghỉ Thanh Thanh 2","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Phong Phú","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Ba Miền","Nhà nghỉ trượt tuyết"
"hotel","ký ức tươi đẹp homestay","Lưu trú nhà dân"
"hotel","mini hotel sh","Khách sạn"
"hotel","Vũ Trâm Homestay Huế","Khách sạn"
"hotel","The Hue Homestay","Khách sạn"
"hotel","ÊMM Hotel Hue","Khách sạn"
"hotel","Scarlet Pavilion","Lưu trú nhà dân"
"hotel","Azerai La Residence Huế","Khách sạn"
"hotel","Shine Hotel","Khách sạn"
"hotel","Nắng Homestay Huế","Lưu trú nhà dân"
"hotel","Hue Crown Boutique Hotel","Khách sạn"
"hotel","Be them homestay","Khách sạn"
"hotel","The Times hotel","Khách sạn"
"hotel","Lacasa Homestay","Lưu trú nhà dân"
"hotel","Victory Hotel Hue","Khách sạn"
"hotel","Homestay - Nhà Nghỉ Trường Ân","Khách sạn"
"hotel","Moon Homestay Huế Điện Biên Phủ","Khách sạn"
"hotel","Hue Four Seasons Hotel","Khách sạn"
"hotel","SON HOME GARDEN","Lưu trú nhà dân"
"hotel","Đại Nội Saphia Villa","Khách sạn"
"hotel","Lặng Homestay","Khách sạn"
"hotel","Homestay Minh Ngọc","Nhà trọ"
"hotel","Ngoc Tung Mini Hotel","Khách sạn"
"hotel","Susu Homestay","Lưu trú nhà dân"
"hotel","Nam Phuong Riverside Villa","Khách sạn"
"hotel","Kha Hostel Hue","Khách sạn"
"hotel","Spatel d'Annam Hotel","Khách sạn"
"hotel","Chi's Homestay & Coffee","Lưu trú nhà dân"
"hotel","Biển Khơi Mini Hotel","Khách sạn"
"hotel","SEA HOMESTAY","Khách sạn"
"hotel","Lumiere Villa Hue","Khách sạn"
"hotel","Sankofa Village Hill Resort and Spa","Khách sạn nghỉ dưỡng"
"hotel","Hue Lotus Homestay","Lưu trú nhà dân"
"hotel","Khách Sạn Pilgrimage Village","Khách sạn nghỉ dưỡng"
"hotel","Perfume Homestay - 66 Đào Tấn Huế","Khách sạn nghỉ dưỡng"
"hotel","Huong Giang Hotel Resort & Spa","Khách sạn"
"hotel","ConiHouse Cơ sở 3 - Thong Dong","Khách sạn nghỉ dưỡng"
"hotel","Moon Sun Boutique Villa","Khách sạn nghỉ dưỡng"
"hotel","An Thư Home Garden","Khách sạn nghỉ dưỡng"
"hotel","CONIHOUSE - Homestay & Villa","Khách sạn nghỉ dưỡng"
"hotel","Spring Garden Villa","Khách sạn"
"hotel","Khách Sạn Mường Thanh Holiday Huế","Khách sạn"
"hotel","Khách sạn TTC Imperial Huế","Khách sạn nghỉ dưỡng"
"hotel","Cloud Inn Homestay","Khách sạn nghỉ dưỡng"
"hotel","Meliá Vinpearl Hue","Khách sạn"
"hotel","TORI HOMESTAY","Khách sạn nghỉ dưỡng"
"hotel","Indochine Palace","Khách sạn"
"hotel","Century Riverside Hotel Hue","Khách sạn"
"hotel","Khách sạn Park View","Khách sạn"
"hotel","La Paix Hue","Khách sạn"
"hotel","Moonlight Hotel Hue","Khách sạn"
"hotel","BALY HOTEL AND SPA","Khách sạn"
"hotel","Cherish hotel","Khách sạn"
"hotel","Thanh Lich Royal Boutique","Khách sạn nghỉ dưỡng"
"hotel","Villa Hue Hotel","Khách sạn"
"hotel","Dong Loi Hotel","Khách sạn"
"hotel","Khách sạn Rosaleen","Khách sạn"
"hotel","Romance Hotel","Khách sạn"
"hotel","Happiest Homestay","Khách sạn nghỉ dưỡng"
"hotel","The Purple Hue BnB_Central Hub","Khách sạn"
"hotel","Canary Boutique Hotel","Khách sạn"
"hotel","HUE MATE HOTEL","Khách sạn"
"hotel","An Chi Homestay","Khách sạn nghỉ dưỡng"
"hotel","Asia Hotel Hue","Khách sạn"
"hotel","Senna Hue Hotel","Khách sạn"
"hotel","Ami Villa Hue","Khách sạn"
"hotel","NANO ECO-HOSTEL","Nhà trọ"
"hotel","Dinh Villa","Khách sạn"
"hotel","Violet Villa Hue","Khách sạn nghỉ dưỡng"
"hotel","White Lotus Hue Hotel","Khách sạn"
"hotel","Thuy Bieu Homestay","Nhà khách"
"hotel","AVON Hotel","Khách sạn"
"hotel","ROSA HOUSE","Khách sạn nghỉ dưỡng"
"hotel","O Ni homestay","Khách sạn nghỉ dưỡng"
"hotel","Hue Family Boutique homestay","Khách sạn"
"hotel","Baloo Hotel","Khách sạn"
"hotel","The Scarlett Boutique Hotel Hue","Khách sạn"
"hotel","Hue Heritage Hotel","Khách sạn"
"hotel","Anhbnb","Lưu trú nhà dân"
"hotel","Mie's Homestay","Lưu trú nhà dân"
"hotel","Thiên Nam Hotel","Khách sạn"
"hotel","Hòa Mỹ","Khách sạn"
"hotel","Family Home Villa Nearby Ba Na Hills","Biệt thự"
"hotel","Homestay Da Nang Full House","Lưu trú nhà dân"
"hotel","Nhà Nghỉ Hồng Ân","Nhà nghỉ trượt tuyết"
"hotel","Nui Than Tai- Ebisu Onsen Resort Da Nang","Khách sạn nghỉ dưỡng"
"hotel","Vi Thao Van 2","Khách sạn"
"hotel","SPOT ON 972 Anh Thy 2 Motel","Khách sạn"
"hotel","Bac Nam Motel","Khách sạn"
"hotel","Phuc Loc Motel","Khách sạn"
"hotel","BUNGALOW DANANG Healing Homestay","Nhà nghỉ dưỡng cho thuê"
"hotel","V Village Đà Nẵng - Làng quê Việt","Khách sạn nghỉ dưỡng"
"hotel","Thảo Vân Hotel","Khách sạn"
"hotel","TRONG MO","Khách sạn"
"hotel","Nhà Nghỉ Lộc Quyên","Khách sạn"
"hotel","O Quyên","Khách sạn"
"hotel","OYO 212 Luxury Hotel Da Nang","Khách sạn"
"hotel","GORI HOTEL","Khách sạn"
"hotel","Khách Sạn Tuyết Vân II - Bến xe Đà Nẵng","Khách sạn"
"hotel","Khách sạn Lucky Hotel","Khách sạn"
"hotel","THẢO VÂN HOTEL 2","Khách sạn"
"hotel","Làng Toom Sara Đà Nẵng","Khách sạn nghỉ dưỡng"
"hotel","OYO 1193 Huynh Gia Hotel","Khách sạn"
"hotel","PQ Luxury Hotel","Khách sạn"
"hotel","Green Hotel Da Nang","Khách sạn"
"hotel","Nguyễn Kim Motel","Khách sạn"
"hotel","SPOT ON 804 My Hanh Hotel","Khách sạn"
"hotel","Nhà của Te","Lưu trú nhà dân"
"hotel","OYO 962 Tulip Motel","Khách sạn"
"hotel","Nhà nghỉ Thu Dung","Nhà nghỉ trượt tuyết"
"hotel","Nhà nghỉ Dương Châu Phát","Khách sạn"
"hotel","Nhà Nghỉ Trâm Uyên","Chỗ trọ trong nhà"
"hotel","Thảo Vinh Apartment","Nhà trọ"
"hotel","Nhà Nghỉ Thành Công motel","Nhà nghỉ trượt tuyết"
"hotel","Muong Thanh Guesthouse","Khách sạn"
"hotel","Mỹ Linh Motel Đà Nẵng","Khách sạn"
"hotel","Trúc Vy Hotel & Spa","Khách sạn"
"hotel","LEMON HOTEL","Khách sạn"
"hotel","Nhà Nghỉ Phú Quý","Khách sạn"
"hotel","Nhà Nghỉ Ngàn Sương","Nhà nghỉ trượt tuyết"
"hotel","ebisu onsen resort danang","Khách sạn"
"hotel","Hotel Việt Hiếu","Khách sạn"
"hotel","SPOT ON 1021 Dai Thang Motel","Khách sạn"
"hotel","SPOT ON 1122 Nhat Anh Motel","Khách sạn"
"hotel","Hòa Phú House","Biệt thự"
"hotel","Hòa Phú Hill","Lưu trú nhà dân"
"hotel","The Miki house and Farm Da Nang","Nhà nghỉ dưỡng cho thuê"
"hotel","Trà Hoa Thôn","Lưu trú nhà dân"
"hotel","nhà nghỉ Việt Thương","Nhà nghỉ dưỡng"
"hotel","Nhà Nghỉ Vạn An","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Hồng Ngọc","Nhà trọ"
"hotel","Nhà nghỉ Minh Nhi","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Phương Thảo 2 - 09 Nam Trân - Nhà Nghỉ giá rẻ gần Bến Xe Trung Tâm Đà Nẵng","Nhà nghỉ trượt tuyết"
"hotel","LouisMo Lakeside Hill","Căn hộ nghỉ dưỡng cho thuê"
"hotel","Nhà Nghỉ Thái Bình","Nhà nghỉ trượt tuyết"
"hotel","PN Hill Retreat","Căn hộ nghỉ dưỡng cho thuê"
"hotel","Kén Bungalow","Căn hộ nghỉ dưỡng cho thuê"
"hotel","Green Village","Căn hộ nghỉ dưỡng cho thuê"
"hotel","Nhà Nghỉ Thanh Minh","Nhà nghỉ trượt tuyết"
"hotel","Nhà nghỉ HÀ THU","Khách sạn lưu trú dài hạn"
"hotel","NHÀ KHÁCH 258","Khách sạn"
"hotel","Nhà Nghỉ Đà Thành","Khách sạn"
"hotel","Nhà Nghỉ Hà Châu","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Valentin","Khách sạn"
"hotel","Nhà Nghỉ Thái Dương","Nhà nghỉ trượt tuyết"
"hotel","Thy Phương Hotel","Khách sạn"
"hotel","Nhà Nghỉ Như Ý 3","Khách sạn"
"hotel","Nhà Nghỉ Elly’s Home Cẩm Lệ","Nhà nghỉ trượt tuyết"
"hotel","Đào Tiên 4 Hotel - 280 Kinh Dương Vương","Khách sạn tình yêu"
"hotel","Nhà Nghỉ Đức Thành","Nhà nghỉ trượt tuyết"
"hotel","Nhà nghỉ 04 Nguyễn Hồng Ánh","Khách sạn"
"hotel","Nhà Nghỉ Thuật Nguyễn-Nhà Nghỉ Giá Rẻ Liên Chiểu-Đà Nẵng","Khách sạn tình yêu"
"hotel","Nhà Nghỉ Thanh Hiền","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Ánh Sao","Khách sạn"
"hotel","Quán Quân Hotel","Khách sạn"
"hotel","Nhà Nghỉ Quý Hưng","Khách sạn"
"hotel","Nhà Nghỉ Thành Trung","Khách sạn"
"hotel","PHÒNG TRỌ NAM TÀI LỘC","Nhà trọ"
"hotel","Tên Sa Retreat","Khách sạn nghỉ dưỡng"
"hotel","Bà Nà House","Khách sạn nghỉ dưỡng"
"hotel","Villa vĩnh tú","Khách sạn nghỉ dưỡng"
"hotel","Nhà trọ nghiêm giang","Nhà trọ"
"hotel","Dãy trọ số 5","Nhà trọ"
"hotel","Nhà trọ xóm chùa","Nhà trọ"
"hotel","Nhà trọ Tú hạnh","Nhà trọ"
"hotel","Nhà trọ Lưu Hồng Tư","Khách sạn"
"hotel","Nhà trọ của tôi","Nhà trọ"
"hotel","Trọ chung chủ dành cho sinh viên","Nhà trọ"
"hotel","Nhà Ở","Nhà trọ"
"hotel","Nhà Nghỉ Đào Trình","Khách sạn"
"hotel","AHA Thang Bom Apartment (Căn Hộ Cho Thuê) and Luggage Storage & Delivery(Giữ Hành lý)","Căn hộ nghỉ dưỡng cho thuê"
"hotel","Santori Hotel Danang Bay","Khách sạn"
"hotel","Khách sạn Phương Anh 7","Khách sạn"
"hotel","Khu Phức Hợp Khách Sạn, Căn Hộ Lưu Trú, Trường Học Và Văn Phòng","Hiệp hội/Tổ chức"
"hotel","Dịch vụ lưu trú Kim Anh","Khách sạn lưu trú dài hạn"
"hotel","Lotuz Hanoi Hostel - Ha Giang Loop Office","Khách sạn"
"hotel","Velavila Homestay","Khách sạn"
"hotel","Khách Sạn Phương Nam - địa chỉ lưu trú uy tín giá rẻ tại Túy Loan","Khách sạn"
"hotel","Trúc Home","Lưu trú nhà dân"
"hotel","Khu Lưu Trú KCN Long Hậu","Chung cư"
"hotel","Ngọc Khanh Homestay-Dich vụ lưu trú","Lưu trú nhà dân"
"hotel","Dịch Vụ Lưu Trú PôLa","Nhà trọ"
"hotel","Dịch Vụ Lưu Trú Trăng Làng","Khách sạn"
"hotel","Dịch vụ Lưu trú Ngọc Nga","Nhà nghỉ trượt tuyết"
"hotel","Công Ty TNHH Một Thành Viên Dịch Vụ Lưu Trú Thành Công","Khách sạn"
"hotel","Dịch Vụ Lưu Trú Chân Trời","Khách sạn"
"hotel","Bảo Khánh's Garden","Khách sạn nghỉ dưỡng"
"hotel","Tien Sa Retreat Da Nang","Khách sạn nghỉ dưỡng"
"hotel","Ốc Tiên Sa Hotel","Khách sạn"
"hotel","Tiên Sa Hotel","Khách sạn"
"hotel","Wink Hotel Danang Riverside","Khách sạn"
"hotel","Khách Sạn Rose","Khách sạn"
"hotel","Hilton Đà Nẵng","Khách sạn"
"hotel","Ponte Boutique Villa","Khách sạn"
"hotel","Maxhome Hotel Đà Nẵng","Khách sạn"
"hotel","Minh Toàn Galaxy Hotel","Khách sạn"
"hotel","Cozy Danang Boutique Hotel","Khách sạn"
"hotel","Nhà nghỉ sân vườn","Căn hộ nghỉ dưỡng cho thuê"
"hotel","Nhà nghỉ Quê Hương","Nhà trọ"
"hotel","MayHome","Lưu trú nhà dân"
"hotel","Khách sạn Huy Hùng 2","Khách sạn"
"hotel","Khách sạn Hoàng Phúc","Khách sạn"
"hotel","Khách Sạn Bình Dương","Khách sạn lưu trú dài hạn"
"hotel","Nhà Khách Hoàng Thắng","Khách sạn"
"hotel","Nhà nghỉ MINH TRUNG","Khách sạn"
"hotel","Tổ Ong Kiến Bình Định","Lưu trú nhà dân"
"hotel","Khách sạn An Thịnh","Khách sạn"
"hotel","Nhà Nghỉ Hùng Cường","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Ngô Tình","Khách sạn"
"hotel","Thịnh Gia Hotel Bến Cát","Khách sạn"
"hotel","Nhà Nghỉ Gia Bảo","Khách sạn"
"hotel","Nhà Nghỉ Lê Nhi","Khách sạn"
"hotel","Nhà Nghỉ Thăng Hoa","Nhà nghỉ dưỡng cho thuê"
"hotel","Nhà nghỉ An Hòa giá bình dân","Khách sạn"
"hotel","Nhà nghỉ Hà Anh","Khách sạn"
"hotel","Nhà nghĩ hoa phượng","Khách sạn"
"hotel","Nhà Nghỉ Bảo Trân 2","Khách sạn"
"hotel","Nhà Nghỉ Gia Huy","Khách sạn"
"hotel","Nhà Nghỉ Khánh Nhi","Nhà khách"
"hotel","Nhà Nghỉ Gia Phúc 3","Quán trọ"
"hotel","xuyên nhài","Khách sạn"
"hotel","Nhà Nghỉ Mina","Khách sạn"
"hotel","Nhà Nghỉ Hội An","Khách sạn"
"hotel","Ngà Nghỉ Nhà Khách Văn Chư","Nhà khách"
"hotel","Family Home","Văn phòng công ty"
"hotel","Nhà nghỉ thịnh gia","Khách sạn"
"hotel","Nhà Nghỉ Gia Phúc 2","Nhà khách"
"hotel","Nhà Khách Bảo Long","Khách sạn"
"hotel","Nhà Khách 62 Giảng Võ","Nhà khách"
"hotel","Nhà Khách Tỉnh Ủy Bình Dương","Chỗ trọ trong nhà"
"hotel","Nhà Khách Số 10 Nguyễn Quyền","Nhà khách"
"hotel","Nhà Khách Hoàng Long","Khách sạn"
"hotel","Nhà khách 273","Nhà khách"
"hotel","Nhà Nghỉ ABC","Nhà khách"
"hotel","Nhà khách Phú Hưng","Nhà khách"
"hotel","Nhà Khách Bệnh Viện Nhi","Nhà khách"
"hotel","Nhà Trọ Thanh Thu","Nhà trọ"
"hotel","NAM ANH","Nhà trọ"
"hotel","Nhà Nghỉ Tân Thành 2","Chỗ trọ trong nhà"
"hotel","Cơ Sở Lưu Trú Du Lịch TH.Trang","Khách sạn"
"hotel","Cơ Sở Lưu Trú Du Lịch Thông Phong","Khách sạn"
"hotel","Nhà nghỉ Minh Vũ 3","Khách sạn"
"hotel","Nhà nghỉ Trang Anh","Khách sạn"
"hotel","Nhà Nghỉ Ngọc Kim Bảo","Nhà nghỉ trượt tuyết"
"hotel","Cindy's Westlake Apartment","Khách sạn"
"hotel","Nhà Nghỉ Nam Hải","Nhà nghỉ trượt tuyết"
"hotel","Nhà Khách Hà Nội (Trạm 873)","Khách sạn"
"hotel","Nhà Nghỉ Hoàng Yến 2","Nhà nghỉ dưỡng cho thuê"
"hotel","Whalecome Aonang Resort","Khách sạn nghỉ dưỡng"
"hotel","BlueSotel Krabi Aonang Beach","Khách sạn"
"hotel","Nhà Lưu Trú Công Vụ","Khách sạn"
"hotel","Kỳ’s House","Nhà trọ"
"hotel","Khu Resort Ông Nhạc","Khách sạn nghỉ dưỡng"
"hotel","Mỹ An Ocean Hill Resort & Spa","Nhà nghỉ dưỡng cho thuê"
"hotel","Co Hai Beach Resort Mỹ thắng","Khách sạn nghỉ dưỡng"
"hotel","CẨM BOOKING HOTEL- VILLA- RESORT","Đại lý du lịch"
"hotel","Mui Ganh Resort","Căn hộ nghỉ dưỡng cho thuê"
"hotel","Khu Nghỉ Dưỡng Sinh Thái Hương Sen - Ven Sông Sài Gòn (Huong Sen Resort)","Khách sạn"
"hotel","Saigon Park Resort","Khách sạn nghỉ dưỡng"
"hotel","Phương Nam Resort","Khách sạn nghỉ dưỡng"
"hotel","OYO 619 Chikoo Homestay (spot-on)","Khách sạn"
"hotel","Smile Hotel","Khách sạn"
"hotel","Green Hadong Hotel","Khách sạn"
"hotel","Khách sạn Fraser Suites","Khu liên hợp căn hộ"
"hotel","Somerset Hoa Binh Hanoi","Chỗ ở được phục vụ"
"hotel","Nhà Nghỉ Hương Biển","Khách sạn"
"hotel","Hanoi New Airport Hotel","Khách sạn"
"hotel","Hotel Kim Thành","Khách sạn"
"hotel","Thanh Hằng Hotel - Khách Sạn Căn Hộ","Khách sạn lưu trú dài hạn"
"hotel","Xóa tên","Nhà nghỉ dưỡng"
"hotel","Nhà nghỉ Sơn Ca","Khách sạn"
"hotel","Hotel Hoa Cúc Phương","Khách sạn"
"hotel","Khách Sạn Cúc Phương","Khách sạn"
"hotel","Khách Sạn Hương Tràm 3","Khách sạn"
"hotel","Nhà Nghỉ Hương Tình","Nhà nghỉ trượt tuyết"
"hotel","Nhà nghỉ Quang Anh","Khách sạn"
"hotel","Nhà Nghỉ 866","Nhà trọ"
"hotel","Nhà nghỉ Kim Long Phát","Phòng cho thuê"
"hotel","Nhà Nghỉ phúc thiện","Nhà nghỉ trượt tuyết"
"hotel","Nhà nghỉ Bình Thung","Khách sạn"
"hotel","Nhà Nghỉ Anh Đào","Nhà nghỉ trượt tuyết"
"hotel","Nhà Nghỉ Mai Vy","Nhà nghỉ trượt tuyết"
"hotel","Hotel Hương Thiên Phú","Khách sạn"
"hotel","Bach Van Ninh Motel","Khách sạn"
"hotel","Nhà nghỉ Hoàng Thọ","Khách sạn"
"hotel","Nguyen Van Thuan Motel","Khách sạn"
"hotel","Nhà Nghỉ TRANG","Khách sạn"
"hotel","Nhà Nghỉ Dạ Lan","Khách sạn"
"hotel","Nhà nghỉ Hòa Đức","Khách sạn"
"hotel","Nguyen Thi Nhi Motel","Khách sạn"
"hotel","Nhà khách Đại học Quốc gia TP. HCM","Nhà khách"
"hotel","Nhà nghỉ An Hưng","Khách sạn"
"hotel","Nhà nghỉ Thanh Ngân","Khách sạn"
"hotel","Linh Xuân House","Nhà trọ"
"hotel","Nguyen Thi Hue Motel","Khách sạn"
"hotel","Nhà Nghỉ Hồng Hoa","Khách sạn"
"hotel","Khách Sạn Hoàng Anh","Khách sạn"
"hotel","Bcons City Hotel","Trường nhà hàng - khách sạn và du lịch"
"hotel","Japan Luna Hotel","Khách sạn"
"hotel","Khách sạn Milan","Khách sạn"
"hotel","Khách Sạn Dạ Lan","Khách sạn"
"hotel","Khách Sạn Hội Ngộ","Khách sạn"
"hotel","Khách Sạn Hằng Hoa - KCN Sóng Thần","Khách sạn"
"hotel","Nhà nghỉ Thanh Tùng A2","Nhà nghỉ trượt tuyết"
"hotel","Khách Sạn Đăng Hoàng Quân","Khách sạn"
"hotel","Lối Về Hotel","Khách sạn"
"hotel","Hoàng Vỹ Hotel","Khách sạn"
"hotel","KHÁCH SẠN KIM CƯƠNG","Khách sạn"
"hotel","Nong Lam Ecolodge","Khách sạn"
"hotel","Hotel Hoàng Lâm","Khách sạn"
"hotel","Khách sạn Hoàng Hùng","Khách sạn"
"hotel","Redhome Dorm","Nhà trọ"
"hotel","Bảo Trâm Korea Motel","Khách sạn"
"hotel","Hoàng Quân Hotel","Khách sạn"
"hotel","le Jardin Lite Bien Hoa","Khách sạn"
"hotel","Phương Anh Hotel","Khách sạn"
"hotel","Khách sạn Hoàng Nhân","Khách sạn"
"hotel","Khách Sạn Lina","Khách sạn"
"hotel","Khách sạn Dương Châu","Khách sạn"
"hotel","Hotel Hoàng Ngọc","Khách sạn"
"hotel","Hotel Minh Anh","Khách sạn"
"hotel","The City Boutique Hotel & Coffee","Khách sạn"
"hotel","Kimochi Hotel","Khách sạn"
"hotel","Nhà Nghỉ Kỳ Phú","Khách sạn"
"hotel","Khách Sạn Hà Nguyễn","Khách sạn"
"hotel","Hotel Thành Hải","Khách sạn"
"hotel","Khách sạn Biển Đông Green","Phòng cho thuê"
"hotel","NHÀ NGHỈ 2552","Khách sạn"
"hotel","Lakeview Villa","Khu liên hợp căn hộ"
"hotel","Hotel Mỹ Việt","Khách sạn"
"hotel","Summer Hotel","Khách sạn"
"hotel","Khách Sạn Mặt Trời","Khách sạn"
"hotel","Thanh Van Hotel","Khách sạn"
"hotel","RedDoorz Tahami Hotel near Kha Van Can","Khách sạn"
"hotel","Nhà nghỉ An San","Khách sạn"
"hotel","Nhà Nghỉ Kim Anh","Khách sạn"
"hotel","Hotel 6","Khách sạn"
"hotel","Khách sạn KEN HOTEL","Khách sạn"
"hotel","KS Cát Tường","Khách sạn"
"hotel","Khách Sạn Thủ Đức Hồng Thịnh","Khách sạn"
"hotel","Best Hotel","Khách sạn"
"hotel","Khách sạn Hoà Bình (2sao)","Khách sạn"
"hotel","Khách Sạn Hy Vọng","Khách sạn"
"hotel","Công Ty TNHH Khách Sạn Ngọc Thy-Khách Sạn sạch đẹp, giá rẻ khu vực Dĩ An Bình Dương.","Khách sạn"
"hotel","Khách Sạn Hoa Đán","Khách sạn"
"hotel","Khách Sạn Hạ Vy","Khách sạn"
"hotel","OYO 521 Hoang Anh Hotel","Khách sạn"
"hotel","Khách sạn Royal","Khách sạn"
